Symbol,Name,MarketCap,Sector,Industry
SCVX,SCVX Corp.,0.0,Finance,Business Services
SCWX,SecureWorks Corp.,1021484205.0,Technology,Computer Software: Prepackaged Software
SCX,L.S. Starrett Company (The),23666893.4,Capital Goods,Industrial Machinery/Components
SCYX,"SCYNEXIS, Inc.",100557102.9,Health Care,Major Pharmaceuticals
SD,"SandRidge Energy, Inc.",38633980.32,Energy,Oil & Gas Production
SDC,"SmileDirectClub, Inc.",1800515784.0,Health Care,Medical/Dental Instruments
SDGR,"Schrodinger, Inc.",3067104750.0,Health Care,Major Pharmaceuticals
SDI,Standard Diversified Inc.,186064704.5,Consumer Non-Durables,Tobacco
SDPI,"Superior Drilling Products, Inc.",7777946.556,Energy,Metal Fabrications
SDRL,Seadrill Limited,57143958.11,Energy,Oil & Gas Production
SE,Sea Limited,25270650480.0,Consumer Services,Other Consumer Services
SEAC,"SeaChange International, Inc.",104096932.9,Technology,Radio And Television Broadcasting And Communications Equipment
SEAS,"SeaWorld Entertainment, Inc.",847092072.0,Consumer Services,Services-Misc. Amusement & Recreation
SEB,Seaboard Corporation,3516147497.0,Finance,Investment Bankers/Brokers/Service
SECO,Secoo Holding Limited,41519559.0,Consumer Services,Other Specialty Stores
SEDG,"SolarEdge Technologies, Inc.",4645423233.0,Technology,Semiconductors
SEE,Sealed Air Corporation,4458033263.0,Basic Industries,Major Chemicals
SEED,Origin Agritech Limited,14837327.16,Consumer Non-Durables,Farming/Seeds/Milling
SEEL,"Seelos Therapeutics, Inc.",21034411.03,Health Care,Major Pharmaceuticals
SEIC,SEI Investments Company,7483778498.0,Finance,Investment Bankers/Brokers/Service
SELB,"Selecta Biosciences, Inc.",235927132.4,Health Care,Major Pharmaceuticals
SELF,"Global Self Storage, Inc.",33682372.17,Consumer Services,Real Estate Investment Trusts
SEM,Select Medical Holdings Corporation,2146358047.0,Health Care,Hospital/Nursing Management
SENEA,Seneca Foods Corp.,339619744.1,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,331380990.2,Consumer Non-Durables,Packaged Foods
SENS,"Senseonics Holdings, Inc.",140654338.6,Capital Goods,Industrial Machinery/Components
SERV,"ServiceMaster Global Holdings, Inc.",3801938708.0,Consumer Services,Other Consumer Services
SES,"Synthesis Energy Systems, Inc.",3736305.0,Basic Industries,Major Chemicals
SESN,"Sesen Bio, Inc.",59415932.47,Health Care,Major Pharmaceuticals
SF,Stifel Financial Corporation,2857991044.0,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation,0.0,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation,0.0,Finance,Investment Bankers/Brokers/Service
SFBC,"Sound Financial Bancorp, Inc.",59608502.0,Finance,Savings Institutions
SFBS,"ServisFirst Bancshares, Inc.",1555551967.0,Finance,Major Banks
SFE,"Safeguard Scientifics, Inc.",114190103.7,Finance,Finance/Investors Services
SFET,Safe-T Group Ltd.,1606716.0,Technology,Computer Software: Prepackaged Software
SFIX,"Stitch Fix, Inc.",1608370378.0,Consumer Services,Catalog/Specialty Distribution
SFL,SFL Corporation Ltd,1211891517.0,Transportation,Marine Transportation
SFM,"Sprouts Farmers Market, Inc.",2357925980.0,Consumer Services,Food Chains
SFNC,Simmons First National Corporation,2001680518.0,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",200039725.4,Finance,Major Banks
SFTW,Osprey Technology Acquisition Corp.,385825000.0,Finance,Business Services
SFUN,Fang Holdings Limited,110380417.7,Technology,EDP Services
SG,"Sirius International Insurance Group, Ltd.",913170780.7,Finance,Property-Casualty Insurers
SGA,"Saga Communications, Inc.",151122106.8,Consumer Services,Broadcasting
SGBX,"SG Blocks, Inc.",6361569.8,Consumer Services,RETAIL: Building Materials
SGC,"Superior Group of Companies, Inc.",102149115.7,Consumer Non-Durables,Apparel
SGEN,"Seattle Genetics, Inc.",24604313177.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,"SMART Global Holdings, Inc.",534084825.5,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",6149678.4,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.0,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",12685098.92,Technology,Electrical Products
SGMO,"Sangamo Therapeutics, Inc.",934166273.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,905852399.8,Technology,EDP Services
SGOC,"SGOCO Group, Ltd",69319081.63,Technology,Radio And Television Broadcasting And Communications Equipment
SGRP,"SPAR Group, Inc.",16042815.07,Miscellaneous,Business Services
SGRY,"Surgery Partners, Inc.",459382110.3,Health Care,Hospital/Nursing Management
SGU,"Star Group, L.P.",338966372.3,Consumer Services,Other Specialty Stores
SHAK,"Shake Shack, Inc.",1744257075.0,Consumer Services,Restaurants
SHBI,Shore Bancshares Inc,111299457.4,Finance,Major Banks
SHEN,Shenandoah Telecommunications Co,2530295343.0,Public Utilities,Telecommunications Equipment
SHG,Shinhan Financial Group Co Ltd,10898061329.0,Finance,Major Banks
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",2876969761.0,Basic Industries,Major Chemicals
SHIP,Seanergy Maritime Holdings Corp,18357466.17,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0.0,Transportation,Marine Transportation
SHIPZ,Seanergy Maritime Holdings Corp,180705.87,Transportation,Marine Transportation
SHLL,Tortoise Acquisition Corp.,289222639.7,Finance,Business Services
SHLO,"Shiloh Industries, Inc.",27839267.85,Capital Goods,Industrial Specialties
SHLX,"Shell Midstream Partners, L.P.",4471702036.0,Energy,Natural Gas Distribution
SHO,"Sunstone Hotel Investors, Inc.",1840773503.0,Consumer Services,Hotels/Resorts
SHOO,"Steven Madden, Ltd.",1828887629.0,Consumer Non-Durables,Shoe Manufacturing
SHOP,Shopify Inc.,66246457650.0,Technology,Computer Software: Prepackaged Software
SHSP,"SharpSpring, Inc.",69700343.9,Technology,Computer Software: Prepackaged Software
SHW,Sherwin-Williams Company (The),45522832620.0,Consumer Services,RETAIL: Building Materials
SI,Silvergate Capital Corporation,257993556.6,Finance,Major Banks
SIBN,"SI-BONE, Inc.",384044084.5,Health Care,Medical/Dental Instruments
SIC,"Select Interior Concepts, Inc.",53133718.27,Basic Industries,Homebuilding
SID,National Steel Company,1835552348.0,Capital Goods,Steel/Iron Ore
SIEB,Siebert Financial Corp.,192177120.2,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",82475344.05,Health Care,Industrial Specialties
SIF,"SIFCO Industries, Inc.",13182534.0,Capital Goods,Aerospace
SIFY,Sify Technologies Limited,21201741.14,Technology,"Computer Software: Programming, Data Processing"
SIG,Signet Jewelers Limited,399401177.9,Consumer Services,Consumer Specialties
SIGA,SIGA Technologies Inc.,460815177.1,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",3002692438.0,Finance,Property-Casualty Insurers
SILC,Silicom Ltd,212159008.6,Technology,Computer Communications Equipment
SILK,"Silk Road Medical, Inc.",1225624186.0,Health Care,Medical/Dental Instruments
SILV,SilverCrest Metals Inc.,625139309.1,Basic Industries,Precious Metals
SIM,"Grupo Simec, S.A. de C.V.",1034787225.0,Basic Industries,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation,1542913999.0,Technology,Semiconductors
SINA,Sina Corporation,2352273627.0,Technology,Computer Software: Prepackaged Software
SINO,"Sino-Global Shipping America, Ltd.",8171088.576,Transportation,Oil Refining/Marketing
SINT,"SiNtx Technologies, Inc.",5170891.011,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc.,23040790160.0,Consumer Services,Broadcasting
SITC,SITE Centers Corp.,977331521.3,Consumer Services,Real Estate Investment Trusts
SITE,"SiteOne Landscape Supply, Inc.",3001614520.0,Consumer Non-Durables,Farming/Seeds/Milling
SITM,SiTime Corporation,283891216.7,Technology,Semiconductors
SIVB,SVB Financial Group,9003682351.0,Finance,Major Banks
SIVBP,SVB Financial Group,0.0,Finance,Major Banks
SIX,Six Flags Entertainment Corporation New,1326724133.0,Consumer Services,Services-Misc. Amusement & Recreation
SJI,"South Jersey Industries, Inc.",2394393798.0,Public Utilities,Oil/Gas Transmission
SJIJ,"South Jersey Industries, Inc.",0.0,Public Utilities,Oil/Gas Transmission
SJIU,"South Jersey Industries, Inc.",0.0,Public Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The),13869292439.0,Consumer Non-Durables,Packaged Foods
SJR,Shaw Communications Inc.,8259743475.0,Consumer Services,Television Services
SJT,San Juan Basin Royalty Trust,94490012.13,Energy,Oil & Gas Production
SJW,SJW Group,1673402758.0,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",11840197916.0,Public Utilities,Telecommunications Equipment
SKT,"Tanger Factory Outlet Centers, Inc.",493306515.3,Consumer Services,Real Estate Investment Trusts
SKX,"Skechers U.S.A., Inc.",3946329815.0,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation,891917818.9,Basic Industries,Homebuilding
SKYS,"Sky Solar Holdings, Ltd.",10087875.73,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",1257439823.0,Transportation,Air Freight/Delivery Services
SLAB,"Silicon Laboratories, Inc.",3879623792.0,Technology,Semiconductors
SLB,Schlumberger N.V.,21113951001.0,Energy,Oilfield Services/Equipment
SLCA,"U.S. Silica Holdings, Inc.",95144842.68,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLCT,"Select Bancorp, Inc.",122124077.9,Finance,Major Banks
SLDB,Solid Biosciences Inc.,114479101.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLF,Sun Life Financial Inc.,18822754890.0,Finance,Life Insurance
SLG,SL Green Realty Corp,3704274125.0,Consumer Services,Real Estate Investment Trusts
SLGG,"Super League Gaming, Inc.",24864373.8,Consumer Services,Services-Misc. Amusement & Recreation
SLGL,Sol-Gel Technologies Ltd.,180668214.7,Health Care,Major Pharmaceuticals
SLGN,Silgan Holdings Inc.,3616982150.0,Consumer Durables,Containers/Packaging
SLM,SLM Corporation,2886461768.0,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,155800000.0,Finance,Finance: Consumer Services
SLNO,"Soleno Therapeutics, Inc.",121771560.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,"Simulations Plus, Inc.",694019408.0,Technology,EDP Services
SLRX,"Salarius Pharmaceuticals, Inc.",8372069.107999999,Health Care,Major Pharmaceuticals
SLS,"SELLAS Life Sciences Group, Inc. ",12159399.0,Health Care,Major Pharmaceuticals
SLVO,Credit Suisse AG,16508358.0,Finance,Investment Bankers/Brokers/Service
SM,SM Energy Company,170612429.6,Energy,Oil & Gas Production
SMAR,Smartsheet Inc.,6378978308.0,Technology,Computer Software: Prepackaged Software
SMBC,"Southern Missouri Bancorp, Inc.",197110884.6,Finance,Banks
SMBK,"SmartFinancial, Inc.",189267835.0,Finance,Major Banks
SMCI,"Super Micro Computer, Inc.",1111834345.0,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp.,119606720.3,Basic Industries,Environmental Services
SMFG,Sumitomo Mitsui Financial Group Inc,34236673100.0,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The),6604257512.0,Basic Industries,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc.,67661022.33,Transportation,Marine Transportation
SMIT,"Schmitt Industries, Inc.",10895336.7,Capital Goods,Industrial Machinery/Components
SMLP,"Summit Midstream Partners, LP",72831064.93,Public Utilities,Natural Gas Distribution
SMMC,South Mountain Merger Corp.,306250000.0,Finance,Business Services
SMMCU,South Mountain Merger Corp.,310937500.0,Finance,Business Services
SMMCW,South Mountain Merger Corp.,0.0,Finance,Business Services
SMMF,"Summit Financial Group, Inc.",203173073.3,Finance,Major Banks
SMMT,Summit Therapeutics plc,89703978.16,Health Care,Major Pharmaceuticals
SMP,"Standard Motor Products, Inc.",920958072.0,Capital Goods,Auto Parts:O.E.M.
SMPL,The Simply Good Foods Company,1732073814.0,Consumer Non-Durables,Packaged Foods
SMRT,"Stein Mart, Inc.",13055753.34,Consumer Services,Clothing/Shoe/Accessory Stores
SMSI,"Smith Micro Software, Inc.",199396321.0,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,2716024700.0,Technology,Semiconductors
SMTS,Sierra Metals Inc.,125461091.8,Basic Industries,Precious Metals
SMTX,SMTC Corporation,71898015.0,Technology,Electrical Products
SNA,Snap-On Incorporated,6270465769.0,Capital Goods,Industrial Machinery/Components
SNAP,Snap Inc.,18348870188.0,Technology,"Computer Software: Programming, Data Processing"
SNBR,Sleep Number Corporation,623024952.7,Consumer Durables,Home Furnishings
SNCA,"Seneca Biopharma, Inc.",7694199.777000002,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCR,"Synchronoss Technologies, Inc.",143168446.0,Technology,EDP Services
SND,"Smart Sand, Inc.",27563307.89,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE,Sundance Energy Inc. ,18701827.84,Energy,Oil & Gas Production
SNDL,Sundial Growers Inc.,62263664.1,Consumer Durables,Specialty Chemicals
SNDR,"Schneider National, Inc.",3724843400.0,Transportation,Trucking Freight/Courier Services
SNDX,"Syndax Pharmaceuticals, Inc.",331439584.5,Health Care,Major Pharmaceuticals
SNE,Sony Corp Ord,77541164187.0,Consumer Non-Durables,Consumer Electronics/Appliances
SNES,"SenesTech, Inc.",5496342.62,Basic Industries,Agricultural Chemicals
SNFCA,Security National Financial Corporation,94369702.32,Finance,Finance: Consumer Services
SNGX,"Soligenix, Inc.",38152077.88,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.0,Health Care,Major Pharmaceuticals
SNMP,Sanchez Midstream Partners LP,6392061.76,Energy,Oil & Gas Production
SNN,"Smith & Nephew SNATS, Inc.",17187938277.0,Health Care,Industrial Specialties
SNOA,"Sonoma Pharmaceuticals, Inc.",8727441.53,Health Care,Major Pharmaceuticals
SNP,China Petroleum & Chemical Corporation,59591249365.0,Energy,Integrated oil Companies
SNPS,"Synopsys, Inc.",22685800411.0,Technology,Computer Software: Prepackaged Software
SNR,New Senior Investment Group Inc.,221290192.7,Consumer Services,Real Estate Investment Trusts
SNSS,"Sunesis Pharmaceuticals, Inc.",52532938.8,Health Care,Major Pharmaceuticals
SNV,Synovus Financial Corp.,2557840211.0,Finance,Major Banks
SNX,Synnex Corporation,3824148326.0,Technology,Retail: Computer Software & Peripheral Equipment
SNY,Sanofi,10080555587.0,Health Care,Major Pharmaceuticals
SO,Southern Company (The),58695580663.0,Public Utilities,Electric Utilities: Central
SOGO,Sogou Inc.,1330601475.0,Technology,EDP Services
SOHO,Sotherly Hotels Inc.,28016566.2,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,10883600.0,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc.,8748000.0,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,8829480.73,Consumer Services,Real Estate Investment Trusts
SOHU,Sohu.com Limited ,327728885.0,Technology,EDP Services
SOI,"Solaris Oilfield Infrastructure, Inc.",249253551.0,Energy,Metal Fabrications
SOJA,Southern Company (The),0.0,Public Utilities,Electric Utilities: Central
SOJB,Southern Company (The),0.0,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The),0.0,Public Utilities,Electric Utilities: Central
SOJD,Southern Company (The),0.0,Public Utilities,Electric Utilities: Central
SOL,Renesola Ltd.,46803927.1,Technology,Semiconductors
SOLN,Southern Company (The),0.0,Public Utilities,Electric Utilities: Central
SOLO,Electrameccanica Vehicles Corp. Ltd.,37790361.48,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.0,Capital Goods,Auto Manufacturing
SOLY,"Soliton, Inc.",153744230.7,Health Care,Medical/Dental Instruments
SON,Sonoco Products Company,4756008592.0,Consumer Durables,Containers/Packaging
SONA,"Southern National Bancorp of Virginia, Inc.",227183523.1,Finance,Major Banks
SONG,Akazoo S.A.,110412166.2,Consumer Services,Broadcasting
SONGW,Akazoo S.A.,1050559.32,Consumer Services,Broadcasting
SONM,"Sonim Technologies, Inc.",17298960.54,Public Utilities,Telecommunications Equipment
SONN,"Sonnet BioTherapeutics Holdings, Inc.",51428000.0,Health Care,Major Pharmaceuticals
SONO,"Sonos, Inc.",957016269.0,Consumer Non-Durables,Consumer Electronics/Appliances
SORL,"SORL Auto Parts, Inc.",84748603.19,Capital Goods,Auto Parts:O.E.M.
SP,SP Plus Corporation,473969427.2,Consumer Services,Rental/Leasing Companies
SPAQ,Spartan Energy Acquisition Corp,701040000.0,Finance,Business Services
SPAR,"Spartan Motors, Inc.",466221096.6,Capital Goods,Auto Manufacturing
SPB           ,"Spectrum Brands Holdings, Inc.",1665059244.0,Miscellaneous,Industrial Machinery/Components
SPCB,"SuperCom, Ltd.",15035183.5,Technology,Semiconductors
SPCE,"Virgin Galactic Holdings, Inc.",3719611285.0,Consumer Services,Transportation Services
SPFI,"South Plains Financial, Inc.",225158494.6,Finance,Major Banks
SPG,"Simon Property Group, Inc.",16452075012.0,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,67263035827.0,Finance,Finance: Consumer Services
SPH,"Suburban Propane Partners, L.P.",883883122.6,Consumer Services,Other Specialty Stores
SPI,"SPI Energy Co., Ltd.",11075824.59,Technology,Semiconductors
SPKE,"Spark Energy, Inc.",250944164.6,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",75813385.2,Public Utilities,Power Generation
SPLK,Splunk Inc.,21156697987.0,Technology,Computer Software: Prepackaged Software
SPLP,Steel Partners Holdings LP,124691170.9,Capital Goods,Industrial Specialties
SPN,"Superior Energy Services, Inc.",20695940.68,Energy,Oilfield Services/Equipment
SPNE,SeaSpine Holdings Corporation,257384953.4,Health Care,Medical/Dental Instruments
SPNS,Sapiens International Corporation N.V.,1091983134.0,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",208204604.9,Public Utilities,Telecommunications Equipment
SPOT,Spotify Technology S.A.,26642473825.0,Consumer Services,Broadcasting
SPPI,"Spectrum Pharmaceuticals, Inc.",320289168.2,Health Care,Major Pharmaceuticals
SPR,"Spirit Aerosystems Holdings, Inc.",2186711976.0,Capital Goods,Military/Government/Technical
SPRO,"Spero Therapeutics, Inc.",161000452.8,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",27107918.09,Technology,EDP Services
SPSC,"SPS Commerce, Inc.",1768114006.0,Technology,Computer Software: Prepackaged Software
SPT,"Sprout Social, Inc",738135046.2,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company,588866249.9,Consumer Non-Durables,Food Distributors
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",296597697.9,Consumer Services,Other Specialty Stores
SPWR,SunPower Corporation,1069456424.0,Technology,Semiconductors
SPXC,SPX Corporation,1525000141.0,Technology,Industrial Machinery/Components
SQ,"Square, Inc.",26575432003.0,Technology,Computer Software: Prepackaged Software
SQBG,"Sequential Brands Group, Inc.",11856471.41,Consumer Non-Durables,Apparel
SQM,Sociedad Quimica y Minera S.A.,5711364571.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A.,142239495.4,Technology,Semiconductors
SR,Spire Inc.,3757588591.0,Public Utilities,Oil/Gas Transmission
SRAC,Stable Road Acquisition Corp.,217758875.0,Finance,Business Services
SRACU,Stable Road Acquisition Corp.,0.0,Finance,Business Services
SRACW,Stable Road Acquisition Corp.,0.0,Finance,Business Services
SRAX,"SRAX, Inc.",27435005.92,Technology,Advertising
SRC,"Spirit Realty Capital, Inc.",2684038806.0,Consumer Services,Building operators
SRCE,1st Source Corporation,808905059.8,Finance,Major Banks
SRCL,"Stericycle, Inc.",4299158422.0,Basic Industries,Environmental Services
SRDX,"Surmodics, Inc.",514251616.6,Health Care,Medical/Dental Instruments
SRE,Sempra Energy,35838551544.0,Public Utilities,Natural Gas Distribution
SRE^A,Sempra Energy,0.0,Public Utilities,Natural Gas Distribution
SREA,Sempra Energy,0.0,Public Utilities,Natural Gas Distribution
SREV,"ServiceSource International, Inc.",100739847.5,Miscellaneous,Business Services
SRG,Seritage Growth Properties,464319107.2,Finance,Real Estate
SRI,"Stoneridge, Inc.",447442089.1,Capital Goods,Auto Parts:O.E.M.
SRLP,Sprague Resources LP,295934664.8,Energy,Oil Refining/Marketing
SRNE,"Sorrento Therapeutics, Inc.",431590018.7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRPT,"Sarepta Therapeutics, Inc.",9218103847.0,Health Care,Major Pharmaceuticals
SRRA,"Sierra Oncology, Inc.",116120326.4,Health Care,Major Pharmaceuticals
SRRK,Scholar Rock Holding Corporation,516277573.7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRT,"StarTek, Inc.",109035372.0,Technology,Professional Services
SRTS,"Sensus Healthcare, Inc.",43357601.4,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0.0,Health Care,Medical/Dental Instruments
SSB,South State Corporation,1814775497.0,Finance,Major Banks
SSD,"Simpson Manufacturing Company, Inc.",2715170191.0,Capital Goods,Industrial Machinery/Components
SSI,"Stage Stores, Inc.",10168116.87,Consumer Services,Clothing/Shoe/Accessory Stores
SSKN,"Strata Skin Sciences, Inc.",30342925.8,Health Care,Medical/Dental Instruments
SSL,Sasol Ltd.,1896857127.0,Energy,Oil & Gas Production
SSNC,"SS&C Technologies Holdings, Inc.",13107679304.0,Technology,Computer Software: Prepackaged Software
SSNT,"SilverSun Technologies, Inc.",9605712.314,Miscellaneous,Business Services
SSP,E.W. Scripps Company (The),553827199.8,Consumer Services,Broadcasting
SSPK,Silver Spike Acquisition Corp.,310621875.0,Finance,Business Services
SSPKU,Silver Spike Acquisition Corp.,251250000.0,Finance,Business Services
SSPKW,Silver Spike Acquisition Corp.,7020000.0,Finance,Business Services
SSRM,SSR Mining Inc.,1912732104.0,Basic Industries,Precious Metals
SSTI,"ShotSpotter, Inc.",401894376.0,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",1223852765.0,Technology,EDP Services
SSY,"SunLink Health Systems, Inc.",4989819.835,Health Care,Hospital/Nursing Management
SSYS,"Stratasys, Ltd.",931477536.7,Technology,Computer peripheral equipment
ST,Sensata Technologies Holding plc,5101006519.0,Capital Goods,Industrial Machinery/Components
STAA,STAAR Surgical Company,1707694094.0,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",3644794.145,Technology,Professional Services
STAG,"Stag Industrial, Inc.",3760832958.0,Consumer Services,Real Estate Investment Trusts
STAR          ,iStar Inc.,610122901.3,Consumer Services,Real Estate Investment Trusts
STAY,"Extended Stay America, Inc.",1657333670.0,Consumer Services,Hotels/Resorts
STBA,"S&T Bancorp, Inc.",1022484275.0,Finance,Major Banks
STC,Stewart Information Services Corporation,668009640.5,Finance,Specialty Insurers
STCN,"Steel Connect, Inc.",43413388.37,Miscellaneous,Business Services
STE,STERIS plc,13353825901.0,Health Care,Industrial Specialties
STFC,State Auto Financial Corporation,1082875688.0,Finance,Property-Casualty Insurers
STG,Sunlands Technology Group,272655680.0,Consumer Services,Other Consumer Services
STIM,"Neuronetics, Inc.",40072674.86,Health Care,Medical/Dental Instruments
STKL,"SunOpta, Inc.",209370320.7,Consumer Services,Farming/Seeds/Milling
STKS,"The ONE Group Hospitality, Inc.",40361169.63,Consumer Services,Restaurants
STL,Sterling Bancorp,2102115616.0,Finance,Major Banks
STL^A,Sterling Bancorp,0.0,Finance,Major Banks
STLD,"Steel Dynamics, Inc.",4800161825.0,Basic Industries,Steel/Iron Ore
STM,STMicroelectronics N.V.,20094958473.0,Technology,Semiconductors
STML,"Stemline Therapeutics, Inc.",258927906.1,Health Care,Major Pharmaceuticals
STMP,Stamps.com Inc.,2444164637.0,Miscellaneous,Business Services
STN,Stantec Inc,3140898320.0,Consumer Services,Military/Government/Technical
STND,Standard AVB Financial Corp.,99390313.17,Finance,Major Banks
STNE,StoneCo Ltd.,6221184037.0,Technology,EDP Services
STNG,Scorpio Tankers Inc.,1360772112.0,Transportation,Marine Transportation
STOK,"Stoke Therapeutics, Inc.",712901018.8,Health Care,Major Pharmaceuticals
STON,StoneMor Inc.,53851948.14,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,3999315853.0,Consumer Services,Real Estate Investment Trusts
STRA,"Strategic Education, Inc.",3255159813.0,Consumer Services,Other Consumer Services
STRL,Sterling Construction Company Inc,231797820.2,Basic Industries,Military/Government/Technical
STRM,"Streamline Health Solutions, Inc.",24020948.96,Technology,EDP Services
STRO,"Sutro Biopharma, Inc.",232375628.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRS,Stratus Properties Inc.,121510057.2,Consumer Services,Homebuilding
STRT,Strattec Security Corporation,46510837.6,Capital Goods,Auto Parts:O.E.M.
STSA,"Satsuma Pharmaceuticals, Inc.",306097847.7,Health Care,Major Pharmaceuticals
STT,State Street Corporation,20491031373.0,Finance,Major Banks
STWD,"STARWOOD PROPERTY TRUST, INC.",3217374233.0,Consumer Services,Real Estate Investment Trusts
STX,Seagate Technology PLC,13263091038.0,Technology,Electronic Components
STXB,"Spirit of Texas Bancshares, Inc.",174538043.8,Finance,Major Banks
STXS,"Stereotaxis, Inc.",262339710.8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc,30015851184.0,Consumer Non-Durables,Beverages (Production/Distribution)
SU,Suncor Energy  Inc.,22598530003.0,Energy,Integrated oil Companies
SUI,"Sun Communities, Inc.",11044679182.0,Consumer Services,Real Estate Investment Trusts
SUM,"Summit Materials, Inc.",1440064995.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUMR,"Summer Infant, Inc.",5314032.36,Consumer Durables,Miscellaneous manufacturing industries
SUN,Sunoco LP,1674456178.0,Energy,Integrated oil Companies
SUNW,"Sunworks, Inc.",6899368.781,Public Utilities,Telecommunications Equipment
SUP,"Superior Industries International, Inc.",28646100.12,Capital Goods,Auto Parts:O.E.M.
SUPN,"Supernus Pharmaceuticals, Inc.",927224623.5,Health Care,Major Pharmaceuticals
SUPV,Grupo Supervielle S.A.,159852812.0,Finance,Commercial Banks
SURF,"Surface Oncology, Inc.",74081560.08,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SUZ,Suzano S.A.,8796924702.0,Basic Industries,Paper
SVA,"Sinovac Biotech, Ltd.",460249920.0,Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,63039841.92,Finance,Major Banks
SVC,Service Properties Trust,928127728.6,Consumer Services,Real Estate Investment Trusts
SVM,Silvercorp Metals Inc.,598889524.7,Basic Industries,Precious Metals
SVMK,SVMK Inc.,1982313641.0,Technology,"Computer Software: Programming, Data Processing"
SVRA,"Savara, Inc.",122022309.6,Health Care,Major Pharmaceuticals
SVT,"Servotronics, Inc.",17835112.8,Capital Goods,Industrial Machinery/Components
SWAV,"ShockWave Medical, Inc.",1179776501.0,Health Care,Medical/Dental Instruments
SWCH,"Switch, Inc.",4159795638.0,Technology,"Computer Software: Programming, Data Processing"
SWI,SolarWinds Corporation,5094838879.0,Technology,Computer Software: Prepackaged Software
SWIR,"Sierra Wireless, Inc.",328998917.9,Technology,Radio And Television Broadcasting And Communications Equipment
SWK,"Stanley Black & Decker, Inc.",17016733263.0,Capital Goods,Industrial Machinery/Components
SWKH,SWK Holdings Corporation,144356338.9,Finance,Diversified Financial Services
